Period,March 24, 2018 -> Today at 2:59 PM,

,Time,Butler Trail - Crenshaw Bridge PC (Urban Trail)Butler Trail - Crenshaw Bridge PC (Urban Trail),Butler Trail - South Lamar PC (Urban Trail)Butler Trail - South Lamar PC (Urban Trail),Butler Trail - North Congress PC (Urban Trail)Butler Trail - North Congress PC (Urban Trail),Butler Trail - Longhorn Dam PC (Urban Trail)Butler Trail - Longhorn Dam PC (Urban Trail),Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 1 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 1 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 2 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 2 OUT,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 3 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 3 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 4 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 4 OUT,
,Dec 29, 2018 1:00 AM,,,25,,,,10,,,,15,,,,,,,,,,
,Dec 29, 2018 1:15 AM,,,14,,,,5,,,,7,,,,2,,,,,,
,Dec 29, 2018 1:30 AM,,,3,,,,,,,,3,,,,,,,,,,
,Dec 29, 2018 1:45 AM,,,21,,,,6,,,,15,,,,,,,,,,
,Dec 29, 2018 2:00 AM,,,53,,,,17,,,,36,,,,,,,,,,
,Dec 29, 2018 2:15 AM,,,19,1,,,5,,,,14,,,,,1,,,,,
,Dec 29, 2018 2:30 AM,,,1,,,,,,,,,,,,,,,,1,,
,Dec 29, 2018 2:45 AM,,,2,,,,1,,,,1,,,,,,,,,,
,Dec 29, 2018 3:00 AM,2,,,,,,,,2,,,,,,,,,,,,
,Dec 29, 2018 3:15 AM,,1,16,,,1,8,,,,8,,,,,,,,,,
,Dec 29, 2018 3:30 AM,,,2,,,,,,,,2,,,,,,,,,,
,Dec 29, 2018 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 29, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 29, 2018 4:15 AM,,1,,,,,,,,1,,,,,,,,,,,
,Dec 29, 2018 4:30 AM,1,,,,1,,,,,,,,,,,,,,,,
,Dec 29, 2018 4:45 AM,1,,,,1,,,,,,,,,,,,,,,,
,Dec 29, 2018 5:00 AM,1,,,,,,,,1,,,,,,,,,,,,
,Dec 29, 2018 5:15 AM,1,,4,1,,,,1,1,,4,,,,,,,,,,
,Dec 29, 2018 5:30 AM,3,,,,2,,,,1,,,,,,,,,,,,
,Dec 29, 2018 5:45 AM,6,2,5,,4,2,2,,2,,3,,,,,,,,,,
,Dec 29, 2018 6:00 AM,12,1,19,,7,,18,,5,1,1,,,,,,,,,,
,Dec 29, 2018 6:15 AM,6,6,3,1,1,4,1,,5,2,2,1,,,,,,,,,
,Dec 29, 2018 6:30 AM,27,6,9,,9,6,5,,18,,4,,,,,,,,,,
,Dec 29, 2018 6:45 AM,10,18,9,2,3,17,2,,7,1,7,2,,,,,,,,,
,Dec 29, 2018 7:00 AM,29,21,17,5,13,9,12,3,16,12,5,2,,,,,,,,,
,Dec 29, 2018 7:15 AM,41,36,25,8,24,22,9,5,17,14,16,3,,,,,,,,,
,Dec 29, 2018 7:30 AM,71,34,25,10,31,20,11,4,38,14,14,5,1,,,,1,,,1,
,Dec 29, 2018 7:45 AM,53,49,43,11,19,31,15,7,33,14,26,4,,4,1,,1,,1,,
,Dec 29, 2018 8:00 AM,80,47,30,17,35,24,11,10,44,21,16,7,1,,,,,2,3,,
,Dec 29, 2018 8:15 AM,84,54,48,34,34,43,20,24,48,11,26,8,,,2,2,2,,,,
,Dec 29, 2018 8:30 AM,70,61,68,16,22,31,31,6,47,29,33,9,,1,1,,1,,3,1,
,Dec 29, 2018 8:45 AM,87,70,59,30,41,56,22,11,43,13,34,18,1,1,1,,2,,2,1,
,Dec 29, 2018 9:00 AM,96,98,65,31,45,53,25,15,48,39,39,13,,5,1,1,3,1,,2,
,Dec 29, 2018 9:15 AM,111,63,75,26,48,37,29,13,61,24,41,9,1,2,3,1,1,,2,3,
,Dec 29, 2018 9:30 AM,95,68,63,33,40,37,22,15,53,28,36,18,1,1,3,,1,2,2,,
,Dec 29, 2018 9:45 AM,108,73,53,23,50,48,18,14,55,23,31,7,,1,,,3,1,4,2,
,Dec 29, 2018 10:00 AM,124,86,76,27,48,45,34,12,69,38,34,15,1,1,5,,6,2,3,,
,Dec 29, 2018 10:15 AM,116,77,75,24,49,47,28,12,64,26,40,9,,2,2,2,3,2,5,1,
,Dec 29, 2018 10:30 AM,64,71,77,28,31,40,38,16,31,26,37,10,1,3,2,,1,2,,2,
,Dec 29, 2018 10:45 AM,108,74,50,24,51,45,28,12,52,27,21,11,2,1,,1,3,1,1,,
,Dec 29, 2018 11:00 AM,107,73,63,12,50,31,22,8,56,36,33,2,1,5,5,1,,1,3,1,
,Dec 29, 2018 11:15 AM,107,56,81,18,54,28,34,6,47,25,47,10,,2,,2,6,1,,,
,Dec 29, 2018 11:30 AM,72,78,70,16,37,48,39,5,34,24,25,8,,4,5,3,1,2,1,,
,Dec 29, 2018 11:45 AM,91,53,47,29,40,26,19,5,42,26,24,17,1,1,,4,8,,4,3,
,Dec 29, 2018 12:00 PM,106,52,52,24,54,29,20,11,46,17,30,11,1,2,2,2,5,4,,,
,Dec 29, 2018 12:15 PM,86,60,38,18,40,29,14,8,45,24,20,7,,3,1,1,1,4,3,2,
,Dec 29, 2018 12:30 PM,64,49,47,16,23,26,18,9,39,21,22,6,1,2,2,,1,,5,1,
,Dec 29, 2018 12:45 PM,76,62,61,14,39,41,27,3,34,19,32,9,,1,2,2,3,1,,,
,Dec 29, 2018 1:00 PM,77,37,73,13,41,18,33,2,35,16,34,5,,1,2,1,1,2,4,5,
,Dec 29, 2018 1:15 PM,73,41,61,6,23,18,35,2,48,22,23,2,,1,2,1,2,,1,1,
,Dec 29, 2018 1:30 PM,51,67,44,9,22,32,11,2,26,29,29,5,1,3,3,,2,3,1,2,
,Dec 29, 2018 1:45 PM,68,56,52,12,35,24,31,7,32,27,17,5,1,,1,,,5,3,,
,Dec 29, 2018 2:00 PM,68,38,39,4,37,16,15,2,30,21,18,2,,,1,,1,1,5,,
,Dec 29, 2018 2:15 PM,64,44,53,16,36,22,16,4,28,16,31,8,,1,4,1,,5,2,3,
,Dec 29, 2018 2:30 PM,75,45,25,12,43,28,11,8,31,14,9,4,,3,1,,1,,4,,
,Dec 29, 2018 2:45 PM,44,47,72,19,21,23,27,6,21,20,38,8,2,,3,5,,4,4,,
,Dec 29, 2018 3:00 PM,55,35,46,11,23,19,21,5,23,14,21,4,3,2,3,,6,,1,2,
,Dec 29, 2018 3:15 PM,48,37,46,20,16,16,25,11,30,10,19,4,,10,2,3,2,1,,2,
,Dec 29, 2018 3:30 PM,34,40,49,17,15,25,30,3,18,12,14,9,1,2,,3,,1,5,2,
,Dec 29, 2018 3:45 PM,37,39,39,10,19,22,15,4,17,13,12,3,,2,7,1,1,2,5,2,
,Dec 29, 2018 4:00 PM,41,35,24,16,21,19,5,7,18,15,14,7,,,,1,2,1,5,1,
,Dec 29, 2018 4:15 PM,35,25,39,10,16,11,18,5,18,8,18,2,1,5,2,1,,1,1,2,
,Dec 29, 2018 4:30 PM,32,37,51,12,9,18,25,2,19,14,22,8,2,2,2,,2,3,2,2,
,Dec 29, 2018 4:45 PM,62,34,50,5,30,21,19,1,31,8,22,4,,1,2,,1,4,7,,
,Dec 29, 2018 5:00 PM,42,29,62,11,26,12,24,4,15,14,37,2,,3,,2,1,,1,3,
,Dec 29, 2018 5:15 PM,27,13,57,3,12,9,24,1,15,2,27,1,,1,3,,,1,3,1,
,Dec 29, 2018 5:30 PM,27,13,30,7,12,8,18,2,15,5,10,4,,,1,,,,1,1,
,Dec 29, 2018 5:45 PM,18,6,45,5,10,3,11,2,8,3,28,2,,,1,,,,5,1,
,Dec 29, 2018 6:00 PM,13,6,60,5,7,3,33,1,6,3,22,1,,,5,,,,,3,
,Dec 29, 2018 6:15 PM,6,3,23,,5,2,10,,1,1,9,,,,3,,,,1,,
,Dec 29, 2018 6:30 PM,10,3,26,2,3,,7,,7,3,17,,,,2,,,,,2,
,Dec 29, 2018 6:45 PM,4,3,9,2,3,1,2,1,1,,7,1,,,,,,2,,,
,Dec 29, 2018 7:00 PM,5,2,9,4,3,,1,,2,,8,2,,,,1,,2,,1,
,Dec 29, 2018 7:15 PM,2,7,22,1,,4,8,1,2,3,13,,,,1,,,,,,
,Dec 29, 2018 7:30 PM,2,,21,1,1,,4,,1,,15,,,,2,,,,,1,
,Dec 29, 2018 7:45 PM,4,2,12,,2,1,3,,2,1,9,,,,,,,,,,
,Dec 29, 2018 8:00 PM,,,13,1,,,2,,,,10,,,,1,1,,,,,
,Dec 29, 2018 8:15 PM,1,1,6,1,1,1,4,,,,2,,,,,,,,,1,
,Dec 29, 2018 8:30 PM,,,12,,,,2,,,,10,,,,,,,,,,
,Dec 29, 2018 8:45 PM,,,12,1,,,5,,,,7,,,,,1,,,,,
,Dec 29, 2018 9:00 PM,,,8,,,,3,,,,5,,,,,,,,,,
,Dec 29, 2018 9:15 PM,,,50,,,,15,,,,34,,,,1,,,,,,
,Dec 29, 2018 9:30 PM,,,61,1,,,25,,,,36,,,,,,,,,1,
,Dec 29, 2018 9:45 PM,2,2,19,,1,2,2,,,,16,,1,,,,,,1,,
,Dec 29, 2018 10:00 PM,1,1,18,5,,,3,,,,15,2,,,,,1,1,,3,
,Dec 29, 2018 10:15 PM,,,20,,,,6,,,,12,,,,,,,,2,,
,Dec 29, 2018 10:30 PM,1,,11,,1,,2,,,,8,,,,1,,,,,,
,Dec 29, 2018 10:45 PM,,,11,,,,4,,,,7,,,,,,,,,,
,Dec 29, 2018 11:00 PM,7,,15,,2,,8,,5,,6,,,,1,,,,,,
,Dec 29, 2018 11:15 PM,,,6,,,,4,,,,2,,,,,,,,,,
,Dec 29, 2018 11:30 PM,,,15,,,,6,,,,8,,,,1,,,,,,
,Dec 29, 2018 11:45 PM,1,,10,1,,,5,1,,,5,,,,,,1,,,,
,Dec 30, 2018 12:00 AM,,,4,,,,3,,,,1,,,,,,,,,,
,Dec 30, 2018 12:15 AM,,,5,2,,,,1,,,5,1,,,,,,,,,
,Dec 30, 2018 12:30 AM,,,20,,,,3,,,,16,,,,1,,,,,,
,Dec 30, 2018 12:45 AM,,,8,,,,2,,,,6,,,,,,,,,,
,Dec 30, 2018 1:00 AM,,,8,1,,,3,,,,5,,,,,1,,,,,
,Dec 30, 2018 1:15 AM,,,31,,,,6,,,,25,,,,,,,,,,
,Dec 30, 2018 1:30 AM,,,15,1,,,3,,,,12,,,,,1,,,,,
,Dec 30, 2018 1:45 AM,,,6,,,,1,,,,4,,,,,,,,1,,
,Dec 30, 2018 2:00 AM,,,20,,,,9,,,,11,,,,,,,,,,
,Dec 30, 2018 2:15 AM,,,5,1,,,1,,,,4,1,,,,,,,,,
,Dec 30, 2018 2:30 AM,2,,8,,,,3,,2,,5,,,,,,,,,,
,Dec 30, 2018 2:45 AM,,1,2,,,,1,,,,1,,,1,,,,,,,
,Dec 30, 2018 3:00 AM,,,20,,,,10,,,,10,,,,,,,,,,
,Dec 30, 2018 3:15 AM,,,3,,,,1,,,,2,,,,,,,,,,
,Dec 30, 2018 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 3:45 AM,,1,1,,,,,,,1,1,,,,,,,,,,
,Dec 30, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 4:30 AM,,,2,,,,,,,,2,,,,,,,,,,
,Dec 30, 2018 4:45 AM,1,,,,1,,,,,,,,,,,,,,,,
,Dec 30, 2018 5:00 AM,,1,,,,1,,,,,,,,,,,,,,,
,Dec 30, 2018 5:15 AM,2,,,,,,,,2,,,,,,,,,,,,
,Dec 30, 2018 5:30 AM,1,2,,,,1,,,1,1,,,,,,,,,,,
,Dec 30, 2018 5:45 AM,3,2,4,,2,1,1,,1,1,3,,,,,,,,,,
,Dec 30, 2018 6:00 AM,4,,1,,3,,,,1,,1,,,,,,,,,,
,Dec 30, 2018 6:15 AM,6,2,4,,2,2,2,,4,,2,,,,,,,,,,
,Dec 30, 2018 6:30 AM,5,2,,,2,2,,,3,,,,,,,,,,,,
,Dec 30, 2018 6:45 AM,9,4,5,1,3,4,2,,6,,3,1,,,,,,,,,
,Dec 30, 2018 7:00 AM,21,8,2,3,1,4,1,2,20,4,1,,,,,,,,,1,
,Dec 30, 2018 7:15 AM,15,25,33,1,7,21,28,,8,4,5,1,,,,,,,,,
,Dec 30, 2018 7:30 AM,16,14,23,8,6,11,12,3,10,3,11,5,,,,,,,,,
,Dec 30, 2018 7:45 AM,32,17,12,12,24,10,8,7,7,7,4,5,1,,,,,,,,
,Dec 30, 2018 8:00 AM,24,25,31,14,6,8,18,3,18,17,13,11,,,,,,,,,
,Dec 30, 2018 8:15 AM,34,29,14,12,20,12,5,4,14,16,9,8,,1,,,,,,,
,Dec 30, 2018 8:30 AM,56,21,17,6,24,9,11,3,32,12,6,3,,,,,,,,,
,Dec 30, 2018 8:45 AM,47,22,22,7,34,12,11,4,13,10,11,2,,,,1,,,,,
,Dec 30, 2018 9:00 AM,34,14,24,10,18,4,7,5,14,10,16,4,,,,1,2,,1,,
,Dec 30, 2018 9:15 AM,24,15,29,7,10,7,16,5,14,8,13,2,,,,,,,,,
,Dec 30, 2018 9:30 AM,25,14,16,9,11,9,3,4,14,5,13,4,,,,1,,,,,
,Dec 30, 2018 9:45 AM,20,11,26,7,10,4,16,1,10,7,10,6,,,,,,,,,
,Dec 30, 2018 10:00 AM,16,16,10,9,4,10,3,7,12,5,7,2,,1,,,,,,,
,Dec 30, 2018 10:15 AM,19,27,24,13,15,15,8,7,4,12,15,6,,,,,,,1,,
,Dec 30, 2018 10:30 AM,25,17,27,8,10,12,14,5,15,5,13,2,,,,1,,,,,
,Dec 30, 2018 10:45 AM,34,18,19,10,18,13,5,5,15,5,13,4,,,,1,1,,1,,
,Dec 30, 2018 11:00 AM,35,27,31,7,19,15,13,3,16,11,17,4,,1,,,,,1,,
,Dec 30, 2018 11:15 AM,30,23,29,4,13,15,13,2,17,7,16,1,,,,1,,1,,,
,Dec 30, 2018 11:30 AM,35,26,40,4,16,12,17,2,18,12,20,2,1,,2,,,2,1,,
,Dec 30, 2018 11:45 AM,43,30,57,7,23,15,25,4,20,15,29,2,,,1,,,,2,1,
,Dec 30, 2018 12:00 PM,99,29,64,10,57,20,38,8,42,8,25,2,,1,,,,,1,,
,Dec 30, 2018 12:15 PM,53,22,42,7,30,11,23,4,23,11,18,2,,,1,1,,,,,
,Dec 30, 2018 12:30 PM,49,23,61,14,27,17,28,5,21,5,28,8,,1,3,1,1,,2,,
,Dec 30, 2018 12:45 PM,43,29,57,7,21,19,18,3,21,10,37,3,1,,1,1,,,1,,
,Dec 30, 2018 1:00 PM,31,19,94,15,10,7,46,9,19,11,47,4,,1,,,2,,1,2,
,Dec 30, 2018 1:15 PM,48,31,136,16,17,20,46,7,29,5,88,9,,4,2,,2,2,,,
,Dec 30, 2018 1:30 PM,38,31,43,7,20,17,30,5,18,14,13,1,,,,1,,,,,
,Dec 30, 2018 1:45 PM,23,36,56,8,12,24,30,5,11,10,25,3,,,,,,2,1,,
,Dec 30, 2018 2:00 PM,36,15,29,13,14,6,12,6,20,8,17,5,,,,2,2,1,,,
,Dec 30, 2018 2:15 PM,45,16,56,4,18,11,36,2,26,5,20,2,1,,,,,,,,
,Dec 30, 2018 2:30 PM,25,29,52,6,5,16,27,2,19,13,24,2,1,,1,1,,,,1,
,Dec 30, 2018 2:45 PM,43,25,39,2,24,20,17,,19,5,20,1,,,1,,,,1,1,
,Dec 30, 2018 3:00 PM,32,20,83,4,19,8,42,1,13,11,39,2,,1,2,1,,,,,
,Dec 30, 2018 3:15 PM,24,23,61,11,10,8,30,6,13,14,27,5,,1,2,,1,,2,,
,Dec 30, 2018 3:30 PM,46,37,39,4,14,24,22,,32,11,16,2,,,1,,,2,,2,
,Dec 30, 2018 3:45 PM,30,27,36,4,14,14,17,,14,11,18,4,1,2,1,,1,,,,
,Dec 30, 2018 4:00 PM,27,21,33,7,15,14,9,4,12,7,19,3,,,3,,,,2,,
,Dec 30, 2018 4:15 PM,34,19,79,5,17,11,46,,17,8,33,1,,,,1,,,,3,
,Dec 30, 2018 4:30 PM,37,19,63,12,17,9,31,5,18,10,30,7,,,1,,2,,1,,
,Dec 30, 2018 4:45 PM,21,13,55,7,14,4,32,4,7,8,22,2,,,1,1,,1,,,
,Dec 30, 2018 5:00 PM,24,12,39,5,13,5,29,2,11,6,7,3,,,2,,,1,1,,
,Dec 30, 2018 5:15 PM,15,10,52,3,4,5,22,,10,4,30,3,1,1,,,,,,,
,Dec 30, 2018 5:30 PM,10,12,75,4,5,3,43,1,5,8,32,3,,1,,,,,,,
,Dec 30, 2018 5:45 PM,11,1,53,4,3,1,33,4,8,,20,,,,,,,,,,
,Dec 30, 2018 6:00 PM,7,3,44,,4,,34,,3,3,10,,,,,,,,,,
,Dec 30, 2018 6:15 PM,4,1,26,1,4,1,15,,,,11,1,,,,,,,,,
,Dec 30, 2018 6:30 PM,1,,14,,1,,10,,,,4,,,,,,,,,,
,Dec 30, 2018 6:45 PM,4,1,19,,2,,7,,2,1,12,,,,,,,,,,
,Dec 30, 2018 7:00 PM,3,1,17,,2,1,10,,1,,7,,,,,,,,,,
,Dec 30, 2018 7:15 PM,2,1,45,,1,1,28,,1,,17,,,,,,,,,,
,Dec 30, 2018 7:30 PM,,,27,,,,16,,,,11,,,,,,,,,,
,Dec 30, 2018 7:45 PM,,,2,,,,1,,,,1,,,,,,,,,,
,Dec 30, 2018 8:00 PM,,,2,1,,,2,,,,,1,,,,,,,,,
,Dec 30, 2018 8:15 PM,1,,6,,1,,1,,,,5,,,,,,,,,,
,Dec 30, 2018 8:30 PM,,,3,,,,2,,,,1,,,,,,,,,,
,Dec 30, 2018 8:45 PM,,,8,,,,6,,,,2,,,,,,,,,,
,Dec 30, 2018 9:00 PM,,,3,1,,,2,,,,1,,,,,,,,,1,
,Dec 30, 2018 9:15 PM,,,3,,,,3,,,,,,,,,,,,,,
,Dec 30, 2018 9:30 PM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 9:45 PM,,1,1,,,,,,,1,,,,,,,,,1,,
,Dec 30, 2018 10:00 PM,1,2,1,,,1,,,1,1,1,,,,,,,,,,
,Dec 30, 2018 10:15 PM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 10:30 PM,1,,1,,,,,,1,,1,,,,,,,,,,
,Dec 30, 2018 10:45 PM,,,,,,,,,,,,,,,,,,,,,
,Dec 30, 2018 11:00 PM,,2,,,,1,,,,1,,,,,,,,,,,
,Dec 30, 2018 11:15 PM,,,,1,,,,,,,,1,,,,,,,,,
,Dec 30, 2018 11:30 PM,1,,3,,1,,3,,,,,,,,,,,,,,
,Dec 30, 2018 11:45 PM,,,2,,,,1,,,,1,,,,,,,,,,
,Dec 31, 2018 12:00 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 12:15 AM,1,,1,1,1,,1,,,,,1,,,,,,,,,
,Dec 31, 2018 12:30 AM,,,2,,,,2,,,,,,,,,,,,,,
,Dec 31, 2018 12:45 AM,,,4,,,,2,,,,2,,,,,,,,,,
,Dec 31, 2018 1:00 AM,1,,1,,,,,,1,,,,,,1,,,,,,
,Dec 31, 2018 1:15 AM,1,,,1,1,,,,,,,,,,,,,,,1,
,Dec 31, 2018 1:30 AM,,,1,,,,1,,,,,,,,,,,,,,
,Dec 31, 2018 1:45 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 2:00 AM,,,,3,,,,,,,,3,,,,,,,,,
,Dec 31, 2018 2:15 AM,,,1,,,,1,,,,,,,,,,,,,,
,Dec 31, 2018 2:30 AM,,,,1,,,,,,,,1,,,,,,,,,
,Dec 31, 2018 2:45 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 3:15 AM,,,13,,,,13,,,,,,,,,,,,,,
,Dec 31, 2018 3:30 AM,,,6,,,,5,,,,1,,,,,,,,,,
,Dec 31, 2018 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Dec 31, 2018 4:15 AM,,,,1,,,,,,,,1,,,,,,,,,
,Dec 31, 2018 4:30 AM,,,4,,,,2,,,,2,,,,,,,,,,
,Dec 31, 2018 4:45 AM,,,3,,,,,,,,,,,,2,,,,1,,
,Dec 31, 2018 5:00 AM,2,,13,,1,,9,,1,,4,,,,,,,,,,
,Dec 31, 2018 5:15 AM,6,,,,3,,,,3,,,,,,,,,,,,
,Dec 31, 2018 5:30 AM,5,,22,,4,,16,,1,,6,,,,,,,,,,
,Dec 31, 2018 5:45 AM,8,2,15,,2,1,4,,6,1,7,,,,4,,,,,,
,Dec 31, 2018 6:00 AM,12,7,1,6,3,4,,3,9,3,1,,,,,,,,,3,
,Dec 31, 2018 6:15 AM,13,4,6,7,6,3,2,2,7,1,4,5,,,,,,,,,
,Dec 31, 2018 6:30 AM,3,9,8,,1,4,2,,2,5,6,,,,,,,,,,
,Dec 31, 2018 6:45 AM,17,8,7,2,6,6,4,2,11,2,3,,,,,,,,,,
,Dec 31, 2018 7:00 AM,29,9,5,2,13,6,1,,16,3,4,2,,,,,,,,,
,Dec 31, 2018 7:15 AM,24,14,26,,10,9,15,,13,5,11,,,,,,1,,,,
,Dec 31, 2018 7:30 AM,32,15,24,9,15,9,15,3,15,6,8,6,1,,,,1,,1,,
,Dec 31, 2018 7:45 AM,38,24,27,9,24,16,12,1,13,7,15,8,,1,,,1,,,,
,Dec 31, 2018 8:00 AM,55,19,59,6,22,11,26,4,33,7,33,2,,1,,,,,,,
,Dec 31, 2018 8:15 AM,47,43,18,10,22,17,7,3,24,21,10,7,1,2,,,,3,1,,
,Dec 31, 2018 8:30 AM,50,39,38,11,22,19,20,4,28,17,16,7,,1,,,,2,2,,
,Dec 31, 2018 8:45 AM,47,40,26,10,22,27,11,2,22,13,12,5,2,,1,1,1,,2,2,
,Dec 31, 2018 9:00 AM,53,45,39,21,21,27,10,8,30,18,21,11,2,,7,1,,,1,1,
,Dec 31, 2018 9:15 AM,76,55,33,13,35,29,13,9,41,22,19,2,,4,,1,,,1,1,
,Dec 31, 2018 9:30 AM,91,46,53,19,46,29,31,14,42,17,16,5,1,,6,,2,,,,
,Dec 31, 2018 9:45 AM,103,58,51,17,45,37,14,8,57,18,33,9,,2,2,,1,1,2,,
,Dec 31, 2018 10:00 AM,84,76,53,18,30,49,21,10,51,23,30,6,3,3,,1,,1,2,1,
,Dec 31, 2018 10:15 AM,119,63,52,20,42,36,16,13,70,27,31,7,1,,,,6,,5,,
,Dec 31, 2018 10:30 AM,117,98,58,21,47,51,22,6,67,26,31,13,2,20,2,2,1,1,3,,
,Dec 31, 2018 10:45 AM,128,76,69,33,66,52,23,15,55,22,39,14,2,1,2,4,5,1,5,,
,Dec 31, 2018 11:00 AM,123,99,85,32,39,56,35,14,79,40,44,12,,,1,3,5,3,5,3,
,Dec 31, 2018 11:15 AM,145,99,83,41,67,49,39,15,71,43,39,12,,5,4,9,7,2,1,5,
,Dec 31, 2018 11:30 AM,130,133,78,25,54,79,29,3,68,37,45,13,1,16,3,2,7,1,1,7,
,Dec 31, 2018 11:45 AM,152,103,79,31,66,58,42,13,79,31,32,14,1,6,2,3,6,8,3,1,
,Dec 31, 2018 12:00 PM,164,124,95,25,84,61,40,11,76,50,43,11,1,5,5,3,3,8,7,,
,Dec 31, 2018 12:15 PM,169,116,62,63,64,60,19,21,95,34,35,26,3,12,4,7,7,10,4,9,
,Dec 31, 2018 12:30 PM,151,126,89,37,68,70,31,15,78,44,50,17,2,7,3,2,3,5,5,3,
,Dec 31, 2018 12:45 PM,130,103,108,30,69,52,41,14,55,45,50,10,5,,7,3,1,6,10,3,
,Dec 31, 2018 1:00 PM,148,119,102,37,73,51,43,15,65,41,41,9,6,20,5,8,4,7,13,5,
,Dec 31, 2018 1:15 PM,158,96,94,51,84,49,34,23,62,36,28,8,6,4,21,10,6,7,11,10,
,Dec 31, 2018 1:30 PM,149,133,119,40,58,59,38,19,84,51,55,10,3,17,13,4,4,6,13,7,
,Dec 31, 2018 1:45 PM,128,130,111,35,64,67,42,17,56,49,47,12,3,7,16,3,5,7,6,3,
,Dec 31, 2018 2:00 PM,157,98,136,53,71,55,47,14,59,29,57,28,5,6,12,3,22,8,20,8,
,Dec 31, 2018 2:15 PM,165,125,112,48,76,59,42,19,81,41,47,15,3,8,4,8,5,17,19,6,
,Dec 31, 2018 2:30 PM,167,99,118,30,88,51,45,7,66,34,49,13,3,10,8,5,10,4,16,5,
,Dec 31, 2018 2:45 PM,149,121,122,40,83,45,41,11,56,64,60,14,1,8,13,2,9,4,8,13,
,Dec 31, 2018 3:00 PM,194,147,135,43,93,78,39,24,82,50,67,8,8,7,16,6,11,12,13,5,
,Dec 31, 2018 3:15 PM,170,120,103,40,68,69,41,14,89,28,41,8,4,15,13,11,9,8,8,7,
,Dec 31, 2018 3:30 PM,163,110,122,46,58,58,40,29,93,38,50,10,7,6,7,1,5,8,25,6,
,Dec 31, 2018 3:45 PM,140,130,97,21,60,63,28,10,69,41,50,4,3,20,6,3,8,6,13,4,
,Dec 31, 2018 4:00 PM,129,108,128,44,64,62,54,20,53,38,45,13,6,3,8,6,6,5,21,5,
,Dec 31, 2018 4:15 PM,106,102,150,23,45,46,71,11,55,34,50,6,2,9,9,5,4,13,20,1,
,Dec 31, 2018 4:30 PM,133,100,89,39,65,46,41,20,65,39,37,10,2,7,6,3,1,8,5,6,
,Dec 31, 2018 4:45 PM,103,86,94,24,42,39,49,11,56,34,34,9,1,11,6,1,4,2,5,3,
,Dec 31, 2018 5:00 PM,114,86,93,19,60,44,33,10,46,24,37,6,2,6,5,1,6,12,18,2,
,Dec 31, 2018 5:15 PM,72,81,122,30,31,44,43,15,35,27,63,10,,2,5,2,6,8,11,3,
,Dec 31, 2018 5:30 PM,58,42,74,15,31,27,37,6,23,11,34,8,3,2,2,,1,2,1,1,
,Dec 31, 2018 5:45 PM,68,42,89,7,35,21,40,1,26,14,46,6,3,5,3,,4,2,,,
,Dec 31, 2018 6:00 PM,43,27,59,9,22,11,32,4,19,8,25,3,1,5,,1,1,3,2,1,
,Dec 31, 2018 6:15 PM,27,6,59,2,13,,45,1,12,6,10,1,1,,3,,1,,1,,
,Dec 31, 2018 6:30 PM,10,2,22,2,5,1,9,1,5,,8,,,1,3,,,,2,1,
,Dec 31, 2018 6:45 PM,5,12,14,3,1,2,6,,4,4,6,3,,,1,,,6,1,,
